review_content,date,overall_rating,food,service,ambiance,restaurant,timestamp
The pink door is a historic restaurant with gorgeous views of Elliot Bay which surrounds you with a classically decorated restaurant fit for a nice cozy meal of delicious food!!! I strongly suggest ordering the pumpkin bread pudding…OMG 🤯one of the best  desserts I’ve had this year!!!,"Dined on October 25, 2023",5,4,5,5,The Pink Door,2024-12-11
"It was our first time in a long time to have dinner at Pink Door. Love the new space-and Eric our server was the best. The food is very good- not over seasoned- salad dressed just right. We had oysters, the burrata, cioppino, a pasta and the green salad. Too full for dessert, my husband had a cappuccino that was excellent.

Overall, the food was good- the service and atmosphere were excellent.","Dined on October 22, 2023",4,4,5,5,The Pink Door,2024-12-11
"Great evening at Pink Door! We were seated immediately & our server was exceptional. He checked on us regularly & made sure we knew when the show was happening in back dining area so we could go watch. Super fun atmosphere.
Food was all really good too. Our groups shared Caesar salads, bucatini, rigatoni, clams & mussels and the spicy sausage with polenta. Our favorite was the bucatini! Very reasonable pricing.
Fun, iconic Seattle dinner spot!","Dined on October 22, 2023",5,4,5,5,The Pink Door,2024-12-11
This experience was awesome. Food was delicious and Quick!,"Dined on October 22, 2023",5,5,5,5,The Pink Door,2024-12-11
"The Pink Door never disappoints.  There is a reason reservations get booked immediately!  We came in for a late lunch/dinner and has great food from beginning to end.  Our server was fantastic! I’ve probably been coming here for over 15 years at least. And I don’t even live in Seattle but whenever I come up, I always come to The pink Door.  There’s something about the ambience of the restaurant, with a little bit quirkiness.","Dined on October 22, 2023",5,5,5,5,The Pink Door,2024-12-11
"The Pink Door is amazing.  I was in town for a large conference and talked it up to my friends.  We were able to get a last minute lunch reservation, and it did not disappoint.  We got appetizers, entrees, and dessert.  No one rushed us, and it was a 2 hour lunch!  The lasagna is their classic must order.  Someone got halibut that was PNW fresh.  Ciopppino was excellent.  Seasonal dessert of pumpkin bread pudding was also outstanding.  Even the guy who doesn’t like pumpkin said it was good.  If you’re heading to Seattle, this is a can’t miss, make a reservation 4 weeks in advance spot!","Dined on October 22, 2023",5,5,5,5,The Pink Door,2024-12-11
Great time with out of towners. Lovely place close to pike with a great view.,"Dined on October 21, 2023",5,4,5,5,The Pink Door,2024-12-11
"If you know you're coming to Pike Place Market and you want amazing food, BOOK NOW! Definitely worth it. We were sat by the window that had gorgeous view of the water, boats, and the sun setting. The pastas and cioppino were delicious. You can taste the quality and freshness of the ingredients. 100% worth it for any occassion.","Dined on October 21, 2023",5,5,5,5,The Pink Door,2024-12-11
"Our server, Elise, was truly exceptional! The ambiance was superb! We had such a great time! I’m so glad we finally got reservations! Worth the wait! We’ll be back!","Dined on October 21, 2023",5,4,5,5,The Pink Door,2024-12-11
Absolutely delicious! Loved the atmosphere and food even more. Would definitely go every time I am in town.,"Dined on October 21, 2023",5,5,5,5,The Pink Door,2024-12-11
"Great service/friendly staff, good food, good natural light and view. Cool location and concept overall.","Dined on October 21, 2023",5,4,4,4,The Pink Door,2024-12-11
"The autumn risotto was incredible, and the desserts absolutely divine.","Dined on October 20, 2023",5,5,5,5,The Pink Door,2024-12-11
My husband and I enjoyed our pasta and halibut. Both delicious and not over priced. No dessert but they sounded incredible. May go back today just to try the dessert! Wonderful service as well.,"Dined on October 20, 2023",5,4,5,5,The Pink Door,2024-12-11
"Wow and wow again.

Fun atmosphere, delicious food, and my server Carter really made the meal.

Her recommendations were perfect and despite how busy things were, she did a great job making sure I had everything I needed.

I’m looking forward to coming back.","Dined on October 20, 2023",5,5,5,5,The Pink Door,2024-12-11
Amazing view food and service. Couldn’t ask for more! Definitely a must in Seattle.,"Dined on October 20, 2023",5,4,5,4,The Pink Door,2024-12-11
"Fantastic experience start to finish. The meatballs are wonderful, Caesar salad was divine, and that autumn risotto with butternut squash was to live for. Their pumpkin bread pudding (and I don’t even like bread pudding) was killer. Such a beautiful establishment, service was on point (thanks Greta!) and food was absolutely worth the hype.","Dined on October 19, 2023",5,5,5,5,The Pink Door,2024-12-11
"Amazing food , best service we had  all trip ryan m. Was our server super knowledgeable  and friendly","Dined on October 19, 2023",5,5,5,5,The Pink Door,2024-12-11
"Halibut hazelnut special was one of the most tasteful, flavorful dishes I’ve had. And had to travel all the way from Boston to discover this not so hidden gem.","Dined on October 19, 2023",5,5,5,5,The Pink Door,2024-12-11
Excellent restaurant near Pike Place Market. The food was delicious and was high quality. Someone was always nearby to refill our water glasses. The waitress was extremely friendly and was always nearby to ask if we needed anything. Highly recommend to anyone who is looking for something unique.,"Dined on October 19, 2023",5,5,5,5,The Pink Door,2024-12-11
"Amazing food and atmosphere. The aerial show was amazing, would have liked to get a short video but I understand why they don’t want everyone’s phones out. Very glad we went","Dined on October 18, 2023",5,5,5,5,The Pink Door,2024-12-11
Phenomenal meal from start to finish ! Highly recommend the arancini and lasagna,"Dined on October 18, 2023",5,5,5,5,The Pink Door,2024-12-11
"Busy venue, excellent food. Was seated next to ocean view windows which was a plus. Everything was very reasonably priced and delicious. Would recommend and return next time we are in SEA. Perfect evening ❤️","Dined on October 18, 2023",5,5,5,5,The Pink Door,2024-12-11
Always outstanding! An exceptional dining experience every time!,"Dined on October 18, 2023",5,5,5,5,The Pink Door,2024-12-11
"Great ambiance, very good food and excellent service.  PD has lots of energy and as always a wonderful place to have a meal","Dined on October 18, 2023",5,5,5,5,The Pink Door,2024-12-11
"Terrific location, lovely service and fantastic food","Dined on October 18, 2023",4,4,5,4,The Pink Door,2024-12-11
"Our sever & food was awesome! The only complaint I have is I booked for standard seating assuming it wouldn’t have been front row seats of a dancer with her legs coming near our head & bright lights facing our table. She was a good dancer, but I would of preferred if the hostess asked if that table would have been okay.","Dined on October 15, 2023",3,4,4,2,The Pink Door,2024-12-11
Lasagna was great. The whole experience was wonderful. For a wonderful evening we highly recommend it.,"Dined on October 15, 2023",5,5,5,5,The Pink Door,2024-12-11
Great place - must visit meal if you are in Seattle !,"Dined on October 15, 2023",5,5,5,4,The Pink Door,2024-12-11
"The quality, presentation and taste of the food was better than most places we’ve tried. We had the halibut, vegetarian lasagna and pappardelle pasta. Portions are small but definitely delicious and full of flavor. You must have the herbed fries, they’re sinfully good. A hidden gem inside an alley. Look for a peach door and enter the staircase to the check in area.","Dined on October 15, 2023",4,5,4,5,The Pink Door,2024-12-11
Wonderful birthday lunch! Surprised by our view of the water and the wheel. Food was delicious.. we were even 15 minutes late for our reservation and they were very accommodating.,"Dined on October 15, 2023",5,5,4,5,The Pink Door,2024-12-11
The food and service is wonderful.  Definitely recommend the lasagna and the branzino.  Right near the market.  Great Seattle experience.,"Dined on October 15, 2023",5,5,5,5,The Pink Door,2024-12-11
Absolutely fabulous! We were in Seattle for few days and could only get 11:30 am reservations. It was soo great. Food was amazing..wine delicious service great.,"Dined on October 14, 2023",5,5,5,5,The Pink Door,2024-12-11
"Amazing food
Amazing service 
Amazing place
Amazing","Dined on October 14, 2023",5,5,5,5,The Pink Door,2024-12-11
"Everything was amazing at this restaurant! From the apps (rice balls and antipasto plate), meals (Bolognese, chicken, seafood bowl, and halibut) were superb!","Dined on October 14, 2023",5,5,5,5,The Pink Door,2024-12-11
"the food was wonderful. Beet salad, fab, big serving, sharable. 
Wild mushroom pasta and lasagna were very nice and the roasted butternut risotto was wonderful as well.","Dined on October 14, 2023",5,5,5,5,The Pink Door,2024-12-11
"Pink door pin was a bit on the pricy side for a souvenir ($20 PLUS tax). Our server Pasha was lovely, the food was nice and the view was enjoyable.","Dined on October 14, 2023",4,4,5,4,The Pink Door,2024-12-11
Great Italian food! Server very friendly and attentive,"Dined on October 13, 2023",5,5,5,5,The Pink Door,2024-12-11
Fantastic food and service. Excellent cocktails.  Do not skip dessert!,"Dined on October 13, 2023",5,5,5,5,The Pink Door,2024-12-11
"Lovely food, lovely setting! A fun Seattle experience","Dined on October 13, 2023",5,5,5,5,The Pink Door,2024-12-11
"I've lived in Seattle for 9 years and have never before visited this iconic restaurant. I'm so happy I finally did. The service, food, and ambiance were great. We sat in the dining room next to the window so it was lovely and great view. By the time we left at about 7:30 the bar area was packed and there was a live ""torch singer"" type french cabaret happening. Next time I'll sit and the bar for that experience. It was very cool.","Dined on October 13, 2023",5,5,5,5,The Pink Door,2024-12-11
"Yummy fresh halibut!! Creative presentation and good mix of flavors.
Wine list a little pricey.","Dined on October 13, 2023",5,5,5,5,The Pink Door,2024-12-11
"Not at all what I expected. Ordered the lasagna, lemonade, and caramel pumpkin bread pudding. It came extremely fast. Almost as if everything is already prepared. The flavor was very dull, and bland. Dont waste your money","Dined on October 13, 2023",2,2,2,2,The Pink Door,2024-12-11
"Amazing food as usual, the views spectacular, and the service top notch!","Dined on October 12, 2023",5,5,5,5,The Pink Door,2024-12-11
"We had an amazing experience at The Pink Door. We had 9pm reservations on a Wednesday, so lovely live  jazz music was playing by a trio. The food was all absolutely delicious.","Dined on October 12, 2023",5,5,5,5,The Pink Door,2024-12-11
Waitress was great and overall experience was very enjoyable.,"Dined on October 12, 2023",5,4,5,5,The Pink Door,2024-12-11
"I brought my out of town boyfriend here for his birthday, it was an amazing experience. I was so happy that we were able to get a table by the window, the view was so beautiful. The food was delicious, a meal together is our favorite thing. Thank you pink door for making it special. <3","Dined on October 12, 2023",5,5,5,5,The Pink Door,2024-12-11
Wonderful food and service. Lasagna was to die for.,"Dined on October 12, 2023",5,5,5,5,The Pink Door,2024-12-11
One of my very favorite restaurants in Seattle. Beautiful room with fabulous view!,"Dined on October 11, 2023",5,5,5,5,The Pink Door,2024-12-11
"Food and ambiance were fantastic. Didn’t care for the waitress tbh. She clearly treated me different as a solo diner than the other tables around me, barely speaking to me while carrying on whole conversations with other tables which sucks when you’re spending as much if not more as everyone else. everyone should be treated the same. She also tossed my pasta leftovers then acted like I was crazy for asking why she threw away 1/2 my food. Mgr replaced the pasta which I appreciate but found it odd when he said it’s policy to toss food rather than ask the customer if they want it to go. If there were 2 bites that would make sense but literally 1/2 of my $25 pasta was left lol the foods too good to be throwing it away imo would definitely go back but would make sure to specify at the beginning I want my leftovers","Dined on October 11, 2023",4,5,2,5,The Pink Door,2024-12-11
Best rib eye I have had! The meatballs were amazing highly recommend this restaurant.,"Dined on October 11, 2023",5,5,5,5,The Pink Door,2024-12-11
"AMAZING!!! Everything about tonight was fantastic! We missed the day reservations opened, and we checked every day but couldn’t get one… so we showed up right when they opened to get on the waitlist. We had to wait a couple hours, but we were prepared and it was worth it!!!","Dined on October 8, 2023",5,5,5,5,The Pink Door,2024-12-11
"The atmosphere was delightful, and the service was excellent. The lasagna was excellent. The warm pumpkin bread was one of the best desserts I have ever had… And I eat a lot of desserts!","Dined on October 8, 2023",5,5,5,5,The Pink Door,2024-12-11
"This was my second time eating at The Pink Door. The tuna crudo was excellent, as was the risotto. I had the rolled fish in a butter cream sauce with potatoes and garlic green beans. There was almost no flavor at all in the fish or the sauce. It needed salt and pepper so badly. I was pretty disappointed especially because it was the ""special"". The pumpkin bread pudding was delicious, though! I'll definitely go back, but will probably stick to the pasta/risotto dishes.","Dined on October 8, 2023",5,4,5,5,The Pink Door,2024-12-11
"Ashley was a lovely server & all our food was excellent. We had success coming on a Saturday afternoon with a reservation, by the time we walked out there were huge lines.","Dined on October 8, 2023",5,5,5,5,The Pink Door,2024-12-11
"Best restaurant in seattle, and when the weather is nice, the patio is just like heaven. The best!","Dined on October 7, 2023",5,5,5,5,The Pink Door,2024-12-11
"Vibe: 4/5
Drinks: 4/5
Appetizer: 4/5
Pasta: 3/5

It didn't really lift up to the hype. Will pass.","Dined on October 7, 2023",3,3,2,4,The Pink Door,2024-12-11
Fabulous as always! And our waiter Ryan was  excellent!,"Dined on October 7, 2023",5,5,5,5,The Pink Door,2024-12-11
"Everything about the Pink Door was incredible. The ambiance, the service, the food, and the location. We had early reservations and they were completely booked for the evening. Despite that we never felt rushed or that they were in a hurry to get us to leave. Their marinara sauce is the best thing I have ever put in my mouth. Our waiter told us it was an old recipe and something made in house. I wish we could have seen or heard the entertainment, but our reservations were too early. It was an amazing experience and I’m so glad we went.","Dined on October 7, 2023",5,5,5,5,The Pink Door,2024-12-11
"The food and scenery was outstanding! The server who served our table seemed disinterested and not very welcoming, but other staff members were great. Overall very enjoyable experience","Dined on October 7, 2023",4,5,2,5,The Pink Door,2024-12-11
"Delicious, fun and vibrant! Only got a lunch reservation but can imagine how fun dinner would be. Definitely will be back 🤩","Dined on October 7, 2023",5,5,5,5,The Pink Door,2024-12-11
Food quality ok. Portions average. Service was poor too many tables for one waiter. Very disappointed with this restaurant I heard great things about it but not good my pasta was cold and no good.,"Dined on October 7, 2023",3,2,3,3,The Pink Door,2024-12-11
By far the best Italian food we have ever had in Seattle. Amazing ambience and great service. Highly recommend.,"Dined on October 7, 2023",5,5,5,5,The Pink Door,2024-12-11
Such a great atmosphere. All 4 of us enjoyed our entrees,"Dined on October 6, 2023",5,5,5,5,The Pink Door,2024-12-11
"It was great. The view was good, ambiance was nice, but there was no live performance on Thursday.
Also, limited vegetarian/vegan options.","Dined on October 6, 2023",4,4,5,5,The Pink Door,2024-12-11
"The Pink Door is always great, favorite place to visit when in Seattle!","Dined on October 6, 2023",5,5,5,5,The Pink Door,2024-12-11
It was a wonderful time with my date. The service was exceptional and so was the food. There were a few very loud people for some reason but couldn’t ruin the great view and wonderful food.,"Dined on October 5, 2023",5,5,5,5,The Pink Door,2024-12-11
"The best dining experience our family has ever had! Seriously great food, service and ambiance!","Dined on October 5, 2023",5,5,5,5,The Pink Door,2024-12-11
"Fabulous food, view and service. Will go back soon.","Dined on October 5, 2023",5,5,5,5,The Pink Door,2024-12-11
one of the loveliest places in seattle. will be coming back :),"Dined on October 4, 2023",5,5,5,5,The Pink Door,2024-12-11
"Loved the food, the ambience, the views and everything about the pink door lasagna.","Dined on October 4, 2023",5,5,5,5,The Pink Door,2024-12-11
It was worth the hype. The lasagna was delicious and they make a great martini,"Dined on October 4, 2023",5,5,5,5,The Pink Door,2024-12-11
"Pink door is one of my friend’s favorites so once we knew she was coming to town, we made a reservation to celebrate two birthdays.  The receptionist was less than welcoming and didn’t smile or act like she gave a rip.   
We told our waitress it was a special occasion (two birthdays) when we were seated.  The two appetizers we got were yummy - fancy rice balls and 1/2 of an antipasto.  The main courses were good but nothing to rave about - we ordered the clams, the pasta with meatballs and the autumn risotto.  
The autumn risotto just tasted like Parmesan cheese.  I was hoping for more butternut squash flavor and nice chunks of squash.  Pretty much puréed.  We had to ask for a dessert menu and the waitress acted like we needed to finish up so the table could be cleared.  No lingering over a nice meal and visiting.   I was disappointed that there wasn’t any recognition of the birthdays other than a half hearted ‘Happy Birthday’.    We decided to skip dessert and leave.  
On our other visits to pink door we have had good service.","Dined on October 4, 2023",4,4,3,5,The Pink Door,2024-12-11
"What a wonderful dining experience. Another reminder of why we travel from Kansas City to enjoy the Inn At The Market and The Pink Door, which is just a few steps away.  So many fine restaurants in a very close proximity.","Dined on October 4, 2023",5,5,5,5,The Pink Door,2024-12-11
A very delightful dining experience. The food and service were outstanding. You have to know how to find the restaurant. There is no marking on the restaurant on the street. It took us fifteen minutes to find it. I suspect this arrangement is done intentionally to give a speakeasy ambience.,"Dined on October 4, 2023",5,5,5,5,The Pink Door,2024-12-11
The best food I think I have ever had! The clams and mussels were amazing and they somehow made the bread that came with it taste like a really good steak. 10/10,"Dined on October 4, 2023",5,5,5,5,The Pink Door,2024-12-11
"Went for lunch on a weekday. Quickly filled up. Great location and cool interior … much larger than it looks from the outside. I had the cioppino, which was excellent though not the best I ever had (Alioto’s in SF). Good wine selection, teas, coffees. I had a dessert wine I never had before. Waitress was very helpful. Need to go back for the live entertainment in the evening … and definitely will.","Dined on October 3, 2023",5,5,4,5,The Pink Door,2024-12-11
"Fantastic food, fantastic service!  We will be back.","Dined on October 1, 2023",5,5,5,5,The Pink Door,2024-12-11
"I came here during my birthday weekend and I loved every moment of dining here. The food and our server was amazing. Additionally, they had a beautiful aerial show, which happened to be right next to our table and we were able to talk to the performer afterwards. Every time I come to Seattle, I will eat here. 10/10 🩷","Dined on October 1, 2023",5,5,5,5,The Pink Door,2024-12-11
"The experience is good. The food is just about average. I ordered their house antipasto and specifically asked for vegetarian, but it came with Tapanada that had anchovies. Their Arancini is good.
Main course was ok. I ordered their sausages and it was cooked nicely, but nothing to wow. Like I said go there for the experience, the live music, the aerial show, etc.","Dined on September 30, 2023",3,3,3,5,The Pink Door,2024-12-11
"Every single food that we ordered taste so good. Our server was very knowledgeable and always on top on all of our requests and orders. I forgot his name but thank you so much for your excellent service last night. This is our first time here and Im glad I brought the whole family to celebrate with us. We ordered these foods/drinks:

2 Italian sodas (cherry/almond and almond)
Lemonade (this was so refreshing!)

Antipasto of the house-full (4 people shared this and 🤌🏼)

PINK DOOR CAESAR
The grilled chicken was so soft  🤤
LINGUINE ALLE  VONGOLE
 (baby clams w/ shell and pasta. I didnt try this because Im allergic to shellfish but my husband said this is 🤌🏼 too)
LASAGNA PINK DOOR
 ( I wanted to order 5 or this thats how good it is 🤌🏼🤌🏼🤌🏼🤌🏼🤌🏼)
PAPPARDELLE AL RAGÙ BOLOGNESE
My least favorite but still taste good. I think my taste buds are so overwhelmed by the time Ive tried this that why. 
CIOPPINO PINK DOOR
If you love seafood and shellfish, this is the best as per my husband and in-laws.

My 3-year-old son also had linguine and red sauce with meatball and their TUSCAN FRIES & FRIED HERBS 🤌🏼

🤤THE BEST DESSERT EVER🤤
TOASTED ALMOND FLAVORED MOCHA AFFOGATO!

We will for sure come back and will try other food on their menu. I wanted to try them all last night 😅🤤","Dined on September 30, 2023",5,5,5,5,The Pink Door,2024-12-11
"Great place.  Super food.  Lovely service.
Looking forward to returning.","Dined on September 30, 2023",5,5,5,5,The Pink Door,2024-12-11
The Lasagna and cioppino were fantastic!! Oysters were so fresh and delicious! Loved the Ambience and great views of the sound.,"Dined on September 30, 2023",5,5,5,5,The Pink Door,2024-12-11
Very cool venue with delicious food. The Cesar salad and lasagna were great.,"Dined on September 29, 2023",5,5,5,5,The Pink Door,2024-12-11
"Honestly, for the effort it took to get a table here, we expected a little bit more, but overall it was a good experience. The only issue we had, was a very spicy mixed drink, and our waitress did not let me know the drink would be spicy when I ordered it. I was more disappointed in missing the live entertainment that they are known for. The dishes were great. The drinks were okay.. but it felt more like any other nice restaurant we had been to. I wouldn't bother with the effort of staying up late and planning ahead to make another reservation. I think expectation just beat out reality on this one, but the food was delicious, so you can't ever be too upset with that 😁","Dined on September 29, 2023",4,5,3,5,The Pink Door,2024-12-11
"Food and services fantastic. 
#1 place to eat in Seattle Washington .","Dined on September 29, 2023",5,5,5,5,The Pink Door,2024-12-11
I really appreciate the thoughtfulness that this restaurant has in giving a great experience. I scheduled a business meal here and it went exceptionally well all the was around in part because of the excellence service and delicious meals we received.,"Dined on September 29, 2023",5,4,5,5,The Pink Door,2024-12-11
Staff couldn’t have been kinder or more accommodating!,"Dined on September 28, 2023",5,5,5,5,The Pink Door,2024-12-11
"Food was amazing! We had a booth in the back dining room facing the water - great location.
Our server was good but one of the busboys had a bit of a condescending attitude. The  busboy that served the water was amazing! Such a hard worker!
The decor is eclectic and interesting!","Dined on September 28, 2023",5,5,4,5,The Pink Door,2024-12-11
Food portions are small but it’s a nice place to visit,"Dined on September 28, 2023",4,3,5,5,The Pink Door,2024-12-11
"The Pink Door is outstanding! Alicia was incredible .

Thank you","Dined on September 28, 2023",5,5,5,5,The Pink Door,2024-12-11
It was my first time at the restaurant and I’ve been hearing about how amazing this place is. It did not disappoint! Everything was amazing from food to service. I highly recommend to anyone!,"Dined on September 27, 2023",5,5,5,5,The Pink Door,2024-12-11
We were treated like royalty.  It was a perfect evening.,"Dined on September 27, 2023",5,5,5,5,The Pink Door,2024-12-11
"We had a fantastic time at the Pink Door for our 3rd year anniversary. Food was delicious, and possibly the best affogato that we’ve had in all of Seattle. The only nit with food was that there was quite a bit of sand in my linguine con vongole, which can certainly be improved. I was unable to try the cocktails due to having a cold, but I will definitely be back to try them out!","Dined on September 27, 2023",5,5,5,5,The Pink Door,2024-12-11
"Excellent experience at The Pink Door last night.  Our server was fun and knowledgeable.  The cocktails, food, and wine were great.  We will make this a regular on future Seattle trips.","Dined on September 27, 2023",5,5,5,5,The Pink Door,2024-12-11
Great atmosphere and delicious food. I ended up seated next to a local at the bar and had the best conversation!,"Dined on September 24, 2023",5,5,5,5,The Pink Door,2024-12-11
"Lovely restaurant, from the lively energy and decor.
We shared the meatballs for apertures and they were delicious!
A little bit on the expensive side for the food but overall great place to visit!","Dined on September 24, 2023",4,4,4,5,The Pink Door,2024-12-11
Absolutely loved my dinner and the whole experience of Pink Door! Be sure to make a reservation!,"Dined on September 24, 2023",5,5,5,5,The Pink Door,2024-12-11
Nice dinner and great service.  A bit pricey but the view and decor is lovely.,"Dined on September 24, 2023",4,4,5,5,The Pink Door,2024-12-11
"Amazing experience! Great quality food, stuff was super friendly and kind. Took my wife for or wedding anniversary. Requested a window seat on the spot, they promptly provided during even busy time. Recommend and will return again!","Dined on September 23, 2023",5,5,5,5,The Pink Door,2024-12-11
It was a good experience and great service but wait time to book the table can be reduced.,"Dined on September 23, 2023",4,3,4,4,The Pink Door,2024-12-11
"Loved the atmosphere and the drinks and food! We were visiting from Cincy!! Also, loved the view!!","Dined on September 23, 2023",5,5,5,5,The Pink Door,2024-12-11
Best meal and service in Seattle. Perfect atmosphere. Cannot recommend enough!,"Dined on September 23, 2023",5,5,5,5,The Pink Door,2024-12-11
"Had a delightful lunch, and were lucky enough to be seated outside on the patio on a gloriously sunny fall day (because today is le equinox)!","Dined on September 23, 2023",5,5,5,5,The Pink Door,2024-12-11
"Awesome restaurant with wonderful ambiance, food and service. Truly an enjoyable evening!","Dined on September 22, 2023",5,5,5,5,The Pink Door,2024-12-11
Maybe people come for the entertainment because the food was just ok. Great outdoor patio but make sure you come for the show. The food isn’t anything to write home about.,"Dined on September 22, 2023",3,3,4,4,The Pink Door,2024-12-11
"Bright fresh menu, great views, wonderful atmosphere. 10/10 would come again.","Dined on September 22, 2023",5,5,5,5,The Pink Door,2024-12-11
I always try to walk a fine lunch here when I’m in town￼,"Dined on September 22, 2023",5,5,5,5,The Pink Door,2024-12-11
Such a great experience every time. I always feel fortunate to get a table!,"Dined on September 21, 2023",5,5,5,5,The Pink Door,2024-12-11
Friendly staff and very delicious food. You can taste how fresh the ingredients is,"Dined on September 21, 2023",5,5,5,5,The Pink Door,2024-12-11
"It’s not really worth the hype. The space is really beautiful! Get a drink and call it a night… the food was meh.
Service was excellent.","Dined on September 21, 2023",3,3,5,5,The Pink Door,2024-12-11
"Our brunch experience was perfect from start to finish. Our server was knowledgeable about the menu and very positive energy.  The crudo and the Caesar salad with crab was as good as any of the 4 have ever had.  The bottles of wine were priced fairly and the entrees were diverse but wonderful across the board, lasagna, papradelle with bolognese, ciopino were all fantastic.  We finished with a shared butterscotch desert and Spanish coffee which were great.  The meal, the atmosphere and the service were 5 star from start to finish.  
I have no trouble leaving a poor review if merited but this place is one that you must visit if in Seattle.","Dined on September 21, 2023",5,5,5,5,The Pink Door,2024-12-11
"Reservation at 9 pm. We were early by 20 minutes but were seated immediately.  The ambiance perfect. Our food was delicious. Started with bruschetta with delicious tomato flavors, cioppino (seafood) and steak for husband which were well made. We finished with butterscotch desert and wine.  Our evening was perfect","Dined on September 20, 2023",5,5,5,5,The Pink Door,2024-12-11
Great experience for our anniversary! Service and ambiance were fantastic and the food was great as always. Definitely recomen for special occasions,"Dined on September 20, 2023",5,5,5,5,The Pink Door,2024-12-11
A must place to go when in Seattle. Very cool experience. Food was good. Request a seat in the lounge.,"Dined on September 20, 2023",5,4,4,5,The Pink Door,2024-12-11
The food was delicious but the portions were on the small side for the price. I loved the decor and atmosphere of the restaurant. We sat outside on the patio and it was nice to have a pleasant breeze during our lunch.,"Dined on September 20, 2023",5,5,5,5,The Pink Door,2024-12-11
A real treat!  Favorite place to bring out of town guests!,"Dined on September 19, 2023",5,5,5,5,The Pink Door,2024-12-11
Food was absolutely fantastic. Best Italian food in Seattle! Make a reservation!,"Dined on September 17, 2023",5,5,4,5,The Pink Door,2024-12-11
"We actually made the trip specifically to go to this restaurant as we were celebrating a special occasion ￼and made the reservation over a month in advance. The majority of our food was good. The raspberry basil cake is amazing! The trapeze artist was wonderful! ￼We were a little disappointed in the service we received. But perhaps our server was not having a good night. If we’re in Seattle again, will definitely give it another try!","Dined on September 17, 2023",4,4,3,5,The Pink Door,2024-12-11
The best dining experience in its class. Highly recommend,"Dined on September 17, 2023",5,5,5,5,The Pink Door,2024-12-11
"I strongly suggest you reserve in advance because it is a very popular place although there is a “walk in” line the waiting line is long and you might end disappointed because there are limited spaces. I used Open Table App.

When looking for the place, beware that it might a bit challenging to find because there are no outside signs or any kind of identification… just a Pink Door.

Food is amazing!
I had the Pink Door Lasagna… strongly recommended also the Basil Cake was really good!

Weather was nice so sat outside. Great experience!

Service was excellent! Staff is very kind and attentive.
Food came out at reasonable time.

If you want to have a wonderful experience in Seattle… this is the place!","Dined on September 17, 2023",5,5,5,5,The Pink Door,2024-12-11
The food was great. The only place in Seattle that serves squid ink pasta with 5 star rating.🥰,"Dined on September 17, 2023",5,5,5,5,The Pink Door,2024-12-11
"The venue and location was very very nice our waitress, her name was olga, started out the evening super Pleasant and extremely inviting but as the evening continued for whatever reason that turned a little South. It took a long time for our food to finally come out it was okay but nothing over the top to get excited about","Dined on September 16, 2023",2,3,2,5,The Pink Door,2024-12-11
"One of the best dinners we have had in a long time. The food was amazing, our server Ryan was superb and the atmosphere was warm and cozy.","Dined on September 16, 2023",5,5,4,5,The Pink Door,2024-12-11
"We were disappointed that there was no burlesque show after trying to get reservations for two months. It was a special anniversary dinner evening, and then the food was just fair, nothing special. The ambiance is great but not worth the hassle of waiting for a reservation. We may try again, it seems impossible to get a Saturday night reservation to see the entertainment.","Dined on September 16, 2023",2,2,3,1,The Pink Door,2024-12-11
Beautiful dinner at the Pink Door! Exceptional waitstaff and delicious food.,"Dined on September 16, 2023",5,5,5,5,The Pink Door,2024-12-11
Loved this restaurant for years it never fails to amaze me!,"Dined on September 16, 2023",5,5,5,5,The Pink Door,2024-12-11
WOW just amazing all around. Definitely a gem. So happy to have come across it during my travel planning,"Dined on September 15, 2023",5,5,5,5,The Pink Door,2024-12-11
"Our Waiter was nice, funny, and attentive. Kince was awesome and funny. Food was amazing. It's a vibe!","Dined on September 15, 2023",5,5,5,5,The Pink Door,2024-12-11
"Absolutely 
My all time favorite place
Went in March for my 80th bday
& eat inside 
& Sept for our 60th anniversary & sat on the deck for an awesome day! 
I’ve taken my girls friends every August for lunch (before covid)
I always recommend PD","Dined on September 15, 2023",5,5,5,5,The Pink Door,2024-12-11
"Difficult to find the front door, pink door with no sign in an alley, not amenable for the handicapped or Thais having difficulty going up/down stairs, eclectic ambiance, decent service but excellent, high quality Italian fare","Dined on September 15, 2023",5,5,4,4,The Pink Door,2024-12-11
Got seats near the window. Beautiful view and great food! Definitely worth visiting.,"Dined on September 14, 2023",5,5,5,5,The Pink Door,2024-12-11
"We arrived 20 minutes early for our reservation and got seated right away in the area we wanted! The service was incredible - our server was Alissa - we LOVED her. she was super helpful with the drink menu and answering any questions we had. The food was delicious, and any time out water ran out it was refilled immediately. We had a group behind us that was so loud it made it hard for us to hear each other, but once they left the place mellowed out and was a lot more enjoyable.","Dined on September 14, 2023",5,5,5,4,The Pink Door,2024-12-11
Highly recommend getting a reservation as it is a busy restaurant. Only take reservations though 30 days ahead… worth the effort! Food is so good. We had the signature lasagna and Cesar salad and both commented was some of the best we have ever eaten.  Prices consistent with similar Seattle restaurants,"Dined on September 14, 2023",5,5,5,5,The Pink Door,2024-12-11
The best service food and atmosphere. If only it was easier to get a table.,"Dined on September 14, 2023",5,5,5,5,The Pink Door,2024-12-11
