review_content,date,overall_rating,food,service,ambiance,restaurant,timestamp
"My new favorite restaurant to suggest when in the Pike Place area. The bolognese was the best I've ever had, the watermelon lemonade was amazing, and the Casata Siciliana for dessert will be a dessert I have to get any time I am in the area. Thank you for a perfect meal!","Dined on July 24, 2024",5,5,5,5,the-pink-door,2024-07-24
"This is such a great place to dine at.  The ambiance, service, and food are wonderful.","Dined on July 21, 2024",5,5,5,5,the-pink-door,2024-07-21
"My husband and I come every year for our anniversary when we are able. I always mark that this is for that event in the reservation, but it was not acknowledged on this visit. Why bother to ask on the reservation if it doesn’t mean anything?

The food was good as usual, but maybe not as good as it has been in past visits. They are top tier about refilling your water here though! 

I don’t know, it’s just our special place, and it’s sad that they don’t acknowledge the event. In years past we’ve gotten a glass of Prosecco, or even a simple “happy anniversary.” Sorry if I’m just sounding like a complainer. 

I also felt a little rushed out at the end by our waiter, but I understand that they’re busy.
Read more","Dined on July 21, 2024",3,4,3,4,the-pink-door,2024-07-21
"Got on the waitlist for reservations and was lucky to get one. The line for walk-ins was quite long. As usual, food was amazing and loved the seasonal drinks. Service was great!","Dined on July 20, 2024",5,5,5,5,the-pink-door,2024-07-20
We arrived a little early for our reservation and were seated near the windows overlooking the water.  The food was delicious!  We needed water refills for a time and were not served bread with our meal but we would definitely go back!,"Dined on July 20, 2024",5,5,4,5,the-pink-door,2024-07-20
Great service at the door and wonderful food. This is a yearly tradition for our summer celebrations!,"Dined on July 20, 2024",5,5,4,5,the-pink-door,2024-07-20
"The Pink Door is an iconic, lovely, special Seattle gem.  The service is always delightful and the food consistently delicious and fresh.  The I side offers cozy interesting seating and the patio is nestled just right to afford some shade and peek a boo views of the sound and ferries.  They had a new special pasta I had never before had with a pistachio sauce that was amazing.  A favorite gem!
Read more","Dined on July 19, 2024",5,5,5,5,the-pink-door,2024-07-19
"From start to finish, this was an incredible experience with friends. The food was so fresh and left a lasting memory on your palate. A true staple restaurant that needs to be around for decades to come.","Dined on July 19, 2024",5,5,5,5,the-pink-door,2024-07-19
"Out party of four really enjoyed the food. Inside they were playing very loud music, but they sat us on the patio which was very nice. Service was good, and the view from the patio was quite nice.","Dined on July 19, 2024",5,5,5,5,the-pink-door,2024-07-19
It was a very wonderful experience. Food is a little pricey as compared to the portions.,"Dined on July 19, 2024",5,5,4,5,the-pink-door,2024-07-19
Food and service were top notch. Service was so nice it felt like eating at a fun friend’s house - a really nice house with great food made with fresh ingredients. The lasagna was SO good.  We had specialty iced coffees that hit the spot on a hot day. Will definitely be back.,"Dined on July 19, 2024",5,5,5,5,the-pink-door,2024-07-19
"Beautiful sunny day on the pergola’d patio with the view of. Puget Sound. A lovely lunch in a convivial atmosphere, knowledgeable and charming staff, and food that outdid our expectations.","Dined on July 19, 2024",5,5,5,5,the-pink-door,2024-07-19
The entire experience was excellent and our service was fantastic!,"Dined on July 18, 2024",5,5,5,5,the-pink-door,2024-07-18
"Best food in the world, but small portions for the price","Dined on July 18, 2024",5,5,5,5,the-pink-door,2024-07-18
"One of my favorite restaurants.   Always excellent food, ambiance and service!","Dined on July 18, 2024",5,5,5,5,the-pink-door,2024-07-18
Always an amazing experience from the moment you walk in till the last bite. I love this restaurant.,"Dined on July 18, 2024",5,5,4,5,the-pink-door,2024-07-18
Amazing great mussels fantastic people and I am hitting 50 chars,"Dined on July 17, 2024",5,5,5,5,the-pink-door,2024-07-17
Great experience and amazing food . Our server was outstanding.,"Dined on July 17, 2024",5,5,5,5,the-pink-door,2024-07-17
"We usually don't go out for Italian food, as it can sometimes be just cheese and red sauce.  We knew this would be better, but I'm always cautious.
We were thoroughly impressed.  Delicate, balanced flavors.  Fresh ingredients. Fun/classy/unique environment.  The service was attentive without being in the way.
While not an inexpensive meal, I felt it was reasonable for what you get.  We will be back.
Read more","Dined on July 17, 2024",5,5,5,5,the-pink-door,2024-07-17
"Wonderful atmosphere, excellent services and the food was superb!","Dined on July 17, 2024",5,5,5,5,the-pink-door,2024-07-17
"If you're planning to visit Seattle, book your reservation in advance. This is a must visit restaurant in Seattle.","Dined on July 17, 2024",5,5,5,5,the-pink-door,2024-07-17
"Our favorite place for lunch in Seattle!

Always fabulous","Dined on July 17, 2024",5,5,5,5,the-pink-door,2024-07-17
Delicious food. We got a coveted outside table for lunch. Our waiter was having a tough day. Not     A smile out of him. There was a huge hair in my lasagna which they replaced immediately and comped my meal. A long wait for the check.,"Dined on July 17, 2024",4,4,3,5,the-pink-door,2024-07-17
Probably the best lasagna I’ve ever had. Great meal!,"Dined on July 14, 2024",5,5,5,5,the-pink-door,2024-07-14
"Best modern Italian cuisine in the city.  Best ambiance, too.","Dined on July 14, 2024",5,5,5,5,the-pink-door,2024-07-14
My favorite restaurant ever! The lasagna is a perfect appetizer to share!,"Dined on July 14, 2024",5,5,5,5,the-pink-door,2024-07-14
"Always excellent food, service and ambiance, love rooftop","Dined on July 14, 2024",5,5,5,5,the-pink-door,2024-07-14
"A go to for locals and tourists alike. In this.warm summer day we asked to be seated outside under the gazebo/lattice. A 1 pm rez.amd.we.were.able to be seated at 12:50. We have been numerous times and the food and service never disappoints. We had the Antiipasto  of the House for 2 - generous portions of olive tapinade, Salumi, prosciutto, fresh mozzarella, etc. Fantastic. We had the Ciopinno Pink Door and the Lasagne Pink. Both fantastic. We enjoyed the craft cocktails as well! Thank you for a wonderful lunch.
Read more","Dined on July 14, 2024",5,5,5,5,the-pink-door,2024-07-14
Server was great and very nice to chat with. From California and always go to Pink Door when  in Seattle. Highly recommend but make reservations 30 days in advance.,"Dined on July 13, 2024",5,5,5,5,the-pink-door,2024-07-13
"The  service, menu, and dining room were exceptional.","Dined on July 13, 2024",5,5,5,5,the-pink-door,2024-07-13
What a fun experience. The vibe and music was awesome. We sat outside with a view of the water. Our server was super knowledgeable. We shared most of our meal so we could taste as much as possible. The toccino pasta dish was yummy!,"Dined on July 12, 2024",5,5,5,5,the-pink-door,2024-07-12
"Fantastic evening; the combination of the ambience, food, and service was beyond expectation.","Dined on July 12, 2024",5,5,5,5,the-pink-door,2024-07-12
"Great food and service.
Carter and Alyssa met our every need.
Made for an excellent birthday celebration.","Dined on July 12, 2024",5,5,5,4,the-pink-door,2024-07-12
Beautiful indoor restaurant. We ate outside but loud neighbors sitting next to us.,"Dined on July 12, 2024",5,5,4,5,the-pink-door,2024-07-12
Wonderful food and service! My fish was impeccable! Must have to visit in Seattle!,"Dined on July 12, 2024",5,5,5,5,the-pink-door,2024-07-12
"I came here on my birthday when I was visiting Seattle. One of the best meals I have had here for sure. We got the bruschetta, Cesar salad, bruschetta, lasagna, and bolognese. The lasagna has a touch of pesto which added to the dish and made it pretty unique. The bolognese was my personal favorite and I haven't stopped thinking about it since. The service was really nice and we were able to get seated right next tot the window since had a beautiful view. I will definitely be coming back.
Read more","Dined on July 12, 2024",5,5,5,5,the-pink-door,2024-07-12
"I had a lovely lunch at Pink Door on their patio, enjoying a beautiful summer view of Seattle, with delicious food and great service.","Dined on July 12, 2024",5,5,5,5,the-pink-door,2024-07-12
Server was really really slow. Food was amazing as always.,"Dined on July 11, 2024",5,5,3,5,the-pink-door,2024-07-11
"My husband and I had an amazing time last night celebrating our 3 year wedding anniversary! Was so thankful I was able to snag a reservation, and they went above and beyond to seat us at a beautiful window table with a view 🥹 Food was amazing and our server Eric was so nice. Not to mention the great jazz trio we got to listen to throughout dinner! Definitely would recommend for a splurge occasion dinner!
Read more","Dined on July 11, 2024",5,5,5,5,the-pink-door,2024-07-11
"Food 10/10, service 10/10, drinks 10/10, it’s a vibe!","Dined on July 10, 2024",5,5,5,5,the-pink-door,2024-07-10
"The aerial show on Tuesday nights is fun, and the food was delicious as always!","Dined on July 10, 2024",5,5,5,5,the-pink-door,2024-07-10
So amazing I get why the place is famous!! Can’t wait to go back,"Dined on July 10, 2024",5,5,5,5,the-pink-door,2024-07-10
I can’t believe it took me 20 years of Seattle living to finally experience this decadence!,"Dined on July 10, 2024",5,5,5,5,the-pink-door,2024-07-10
Lasagna is awesome!!!  Very unique restaurant. Service is excellent,"Dined on July 7, 2024",5,5,5,5,the-pink-door,2024-07-07
One of our favorite restaurants. Great ambience and amazing food!,"Dined on July 6, 2024",5,5,5,5,the-pink-door,2024-07-06
We absolutely adore the Pink Door. We come here every year for a small family reunion over the July 4th weekend. We always find it very special and delicious.  We usually stay at the Thompson and just walk over from our hotel. Love the food and the vibe. The best!,"Dined on July 6, 2024",5,5,5,5,the-pink-door,2024-07-06
"Everything was outstanding! Food, service and ambiance is excellent!!","Dined on July 6, 2024",5,5,5,5,the-pink-door,2024-07-06
We had not been back here for a while (2014) and never disappoints. loved the food and the restaurant as always fantastic service.,"Dined on July 6, 2024",5,5,5,4,the-pink-door,2024-07-06
"Great food, service, and atmosphere! Our waitress, Cecile, took great care of us. Thank you!","Dined on July 4, 2024",5,5,5,5,the-pink-door,2024-07-04
"Pink door has always been a treat since I discovered it seven years ago. Every July I've come here solo to have lunch to treat myself for my birthday. A glass of wine, a special of some sort, a main dish to my craving, and to wrap it up with a limoncello. 

The staff is wonderful, always an air of class, attentive, and making you feel at home. The food is to die for, making you want to come back for more, but enough to know, you need to wait, because it's that special. It's a treat. You don't indulge in treats. 

I moved to the other side of the country, and have been talking about Pink Door non stop for the last five years. She leaves you with a lasting impression.
Read more","Dined on July 4, 2024",5,5,5,5,the-pink-door,2024-07-04
Excellent food and service. Great place to celebrate our anniversary! The highlight was the pappardelle bolognese. Delicious!,"Dined on July 3, 2024",5,5,5,5,the-pink-door,2024-07-03
"We arrived just in time to see a few minutes of the aerialist’s act which was beautiful.  We were hoping to be seated outdoors but were led to a table near the window/view which was lovely.  Food was delicious, l loved my pappardelle!  Kudos to the chef and staff.","Dined on July 3, 2024",5,5,5,5,the-pink-door,2024-07-03
"Perfect way to complete our Seattle vacation.  Food, service, and setting are all amazing.  Highly recommend!!","Dined on July 3, 2024",5,5,5,5,the-pink-door,2024-07-03
The Pink Door is a special experience unlike anything else in Seattle. The ambiance is great and the food and prices are superb. I love to take people that haven't been before. Everyone loves it.,"Dined on July 3, 2024",5,5,5,5,the-pink-door,2024-07-03
We had a wonderful time. It had been a few years since we visited seattle and allot has changed but the food at pink door still the best!!!,"Dined on July 3, 2024",5,5,5,5,the-pink-door,2024-07-03
"Great food great service and atmosphere 
Had lunch on a Monday…good idea to make a reservation ahead of time","Dined on July 2, 2024",5,5,5,5,the-pink-door,2024-07-02
Amazing. Patrick was everything. The food was everything.,"Dined on June 30, 2024",5,5,5,5,the-pink-door,2024-06-30
"Excellent as always!
Service was spot on.
Ahi Crudo
Caesar Salad
Branzino
Prawn Risotto
Lemon Tart
Cappuccino
Read more","Dined on June 30, 2024",4,5,5,5,the-pink-door,2024-06-30
Delicious food and beautiful view!  Perfect place to celebrate a birthday or other fun occasion!,"Dined on June 30, 2024",5,5,5,5,the-pink-door,2024-06-30
Superb service and food. Seated quickly and when we explained about a tight schedule the wait staff provided all items quickly.,"Dined on June 30, 2024",5,5,5,4,the-pink-door,2024-06-30
Good and service were fantastic. A great experience overall!,"Dined on June 30, 2024",5,5,5,5,the-pink-door,2024-06-30
My absolute favorite restaurant! Food is scrumptious and service superb!,"Dined on June 30, 2024",5,5,5,5,the-pink-door,2024-06-30
"Food was delicious, service was prompt, energetic atmosphere. We had an enjoyable experience.","Dined on June 30, 2024",5,5,5,5,the-pink-door,2024-06-30
"It was a lovely sunny day and we were seated in our favorite server's (Elyse Eng) section right by a window. We got the benefit of the sun without the heat. The food, as always, was delicious. Service was excellent. We had a concert to attend so couldn't stay for dessert, but I'm sure there'll be a next time in the near future.

One thing, there's gotta be a better way for you to handle your reservations. Had we not had to wait in line outside we would've had time for dessert. We waited at least 10 minutes before being allowed in to check in with the front desk. As it was, we weren't seated until 11:45 vs. our 11:30 reservation time.
Read more","Dined on June 29, 2024",5,5,5,5,the-pink-door,2024-06-29
The lemon risotto and the papardelle ragu were really good. Impeccable service. Pink door never disappoints,"Dined on June 29, 2024",5,5,5,5,the-pink-door,2024-06-29
It was very fun nostalgic restaurant & happy we could experience it.,"Dined on June 29, 2024",5,5,5,5,the-pink-door,2024-06-29
Great food and service. A little pricey but otherwise great experience.,"Dined on June 29, 2024",4,5,5,5,the-pink-door,2024-06-29
"Our server was outstanding, the food amazing and the view spectacular.  This was my second time dining at The Pink Door - I will look forward to the third visit.","Dined on June 29, 2024",5,5,5,5,the-pink-door,2024-06-29
"really great service as usual. we got the arancini and shrimp caesar salad to start (both are faves for us). we split the eggplant parm panini (first time trying) and it was okay. bread was a lil soggy and it just felt like it needed something more, maybe acidity? i got the cold brew cardamom cocktail and that was pretty good. all in all we had a good time and will be back again","Dined on June 29, 2024",4,4,5,5,the-pink-door,2024-06-29
Another amazing meal at the Pink Door. Our 35th anniversary lunch before heading to Bainbridge Island for a wedding weekend. Food and wine on point as usual and our server was the best. Cheers Seattle.,"Dined on June 28, 2024",5,5,5,5,the-pink-door,2024-06-28
"We dined at The Pink Door to celebrate our daughter’s 21st birthday, while visiting from Australia. Great food, service and ambiance. Highly recommend.","Dined on June 28, 2024",5,5,5,5,the-pink-door,2024-06-28
"The dood was incredible, staff was wonderful and the vibes were amazing!","Dined on June 28, 2024",5,5,5,5,the-pink-door,2024-06-28
We had a great meal with good service! The ambiance is really cool and is a neat spot. Glad we found it and were able to get reservations!,"Dined on June 28, 2024",5,5,5,5,the-pink-door,2024-06-28
"Great food, service, and location.  Lasagna the best!","Dined on June 28, 2024",5,5,5,5,the-pink-door,2024-06-28
My favorite place to dine in Seattle.  It is all lovely and the location can’t be beat.,"Dined on June 27, 2024",5,5,5,5,the-pink-door,2024-06-27
"We had a great time at the pink door, great food and service!","Dined on June 27, 2024",5,5,5,5,the-pink-door,2024-06-27
"The quality of food drops significantly during Summer. I’m a frequent diner at the Pink Door but I regularly experience the significant quality drop in food every Summer/busy season. Still great, but I’ll only go when there are less tourists.","Dined on June 27, 2024",4,3,5,4,the-pink-door,2024-06-27
"We were a party of 6 having dinner with a very old friend and his family, who we hadn’t seen in 18 years. He forewarned us that he now had significant health issues. In fact he had overwhelming limitations. The restaurant did an amazing job of accommodating him up and down the stairs, and seating us at a great table. The food, the view, the service, and the ambience could not have been better. A truly memorable evening, made even better by a great restaurant.
Read more","Dined on June 27, 2024",5,5,5,5,the-pink-door,2024-06-27
We thoroughly enjoyed our lunch at the Pink Door. The linguine alla vongole was amazing! The lemon tart was to die for. Waitress was very friendly and accommodating. We would definitely visit again!,"Dined on June 27, 2024",5,5,5,5,the-pink-door,2024-06-27
"Great food and service and live singing was also very nice, would recommend for family to on a nice date. :)","Dined on June 21, 2024",5,5,5,5,the-pink-door,2024-06-21
"We ate on the patio and had wonderful food, service, and wine. Highly recommend The Pink Door even though it might make it harder to get in.","Dined on June 21, 2024",5,5,5,5,the-pink-door,2024-06-21
"What can I say, always delightful. The oysters were marvelous!","Dined on June 21, 2024",5,5,5,5,the-pink-door,2024-06-21
Was excited to try but disappointed by service and food quality.,"Dined on June 21, 2024",2,2,2,4,the-pink-door,2024-06-21
Food is delicious—especially the lasagna and the green salad. Service was great also.  Served was very personable.,"Dined on June 21, 2024",5,5,5,5,the-pink-door,2024-06-21
If you can’t get seated inside I don’t think it’s worth it.,"Dined on June 20, 2024",3,3,2,3,the-pink-door,2024-06-20
"Pink Door is a must in a sunny day. Get the Bolognese, no matter what!","Dined on June 20, 2024",5,5,5,5,the-pink-door,2024-06-20
"The Pink Door never disappoints!
Always delicious!","Dined on June 19, 2024",5,5,5,5,the-pink-door,2024-06-19
We ate on the outdoor deck and the weather was beautiful!  The hanging baskets and colorful tablecloths kept it cheery.  The ambiance indoors looked great as well.,"Dined on June 19, 2024",5,5,5,5,the-pink-door,2024-06-19
Great food. Great view. Wonderful atmosphere. Delicious bread; would be nice to be offered the bread to start.,"Dined on June 18, 2024",4,5,4,5,the-pink-door,2024-06-18
"Ambience was everything! We missed the entertainment due to 9pm reservation. Waitress was ok, but you could tell she was probably tired and ready to go. Food was good. Views were amazing from the dining room.  I will return!","Dined on June 16, 2024",4,4,4,5,the-pink-door,2024-06-16
"Our food was delicious, our service was great, and overall, we were pleased. It is a little pricey, but nice for an occasion.","Dined on June 16, 2024",5,5,5,5,the-pink-door,2024-06-16
"The service and food were excellent, but we were disappointed because we believed that there would be entertainment during dinner. However, our table was in the large back dining room, pretty far away from the small stage, and we could barely hear anything. We were with friends to celebrate their wedding anniversary and specifically selected The Pink Door for the entertainment factor and came away disappointed.
Read more","Dined on June 15, 2024",4,4,4,4,the-pink-door,2024-06-15
"We were excited to finally be able to get a reservation and our dining experience was everything we hoped for! The food was delicious with generous portions, service by Erik was excellent, and the restaurant was beautiful with a great vibe!","Dined on June 15, 2024",5,5,5,5,the-pink-door,2024-06-15
"Great Food, Awesome Service and nice atmosphere.  We are so glad we had the opportunity to eat here.   The service was exceptional. We had the prosciutto with grilled bread. Super yummy. Oysters were fresh and lovely. Perfectly brined and yummy. We had the famous lasagna and it didn’t disappoint. Every bite was balanced with the cheese, basil pesto and sauce.  I had the beet and cheese ravioli they were the prettiest plate ever. They were super light and the lemon sauce complimented the sweetness of the beet and cheese.
Bucket list dining complete. I can’t wait to go again.
Read more","Dined on June 15, 2024",5,5,5,4,the-pink-door,2024-06-15
Excellent food and service!  Our server was extremely friendly and quite helpful with food and wine selection.,"Dined on June 14, 2024",5,5,5,5,the-pink-door,2024-06-14
"The Pink Door was hard to find.  It’s on a small backstreet with no signage, just a pink door that opens to a narrow staircase.  The entrance was crowded with people trying to get walk-in seating.  Fortunately we had reservations and were taken to a great table overlooking the water.  Service was excellent as was the food.  The Pink Door should be high on your list of restaurants in Seattle, but book well in advance.
Read more","Dined on June 14, 2024",5,5,5,5,the-pink-door,2024-06-14
Very lively restaurant which has been around for 40+ years. The service and food were top notch.,"Dined on June 14, 2024",5,5,5,5,the-pink-door,2024-06-14
"Greatest restaurant in Seattle!! Go here every time we come to Seattle and it is consistently excellent. It's not cheap, but it's definitely you get what you pay for there. The Bolongnese is the best I've ever had and they had a spring risotto that was amazing!! Desserts and appetizers are always exceptional!","Dined on June 14, 2024",5,5,5,5,the-pink-door,2024-06-14
Fabulous food and surroundings. Great team of staff : Gretta was a delight. Certainly will be back next time we’re in town.,"Dined on June 14, 2024",5,5,5,5,the-pink-door,2024-06-14
Mostly very tasty Italian food.  Outstanding patio location.  Would love to come back some time on a Tuesday night and see the aerialists perform!  Surprised we were not offered grated cheese for our pastas...,"Dined on June 14, 2024",4,4,4,5,the-pink-door,2024-06-14
It was great!  Food was amazingly delicious.  It was everything we hoped for.,"Dined on June 13, 2024",5,5,5,5,the-pink-door,2024-06-13
Very unique Italian restaurant hidden in Post Alley at Pike Place market. Probably the best lasagna I’ve ever eaten.,"Dined on June 13, 2024",5,5,5,5,the-pink-door,2024-06-13
We had the best time at the Pink Door!  Made reservations about a month in advance to ensure a spot at dinnertime since it is super popular.  Very cool spot that felt authentic with live jazz playing when we got there.,"Dined on June 13, 2024",5,5,5,5,the-pink-door,2024-06-13
"Great food, great service. Would definitely recommend.","Dined on June 13, 2024",5,5,5,5,the-pink-door,2024-06-13
Great restaurant. Food was delicious. The vibe was awesome. Would come back.,"Dined on June 12, 2024",5,5,4,5,the-pink-door,2024-06-12
We have never had a bad meal/experience at The Pink Door. Best in Seattle. Much try!,"Dined on June 12, 2024",5,5,5,5,the-pink-door,2024-06-12
What a great find…once you find it!!!  Entrance on a small alley - if you can’t find it don’t give up.  Reservations a must.  Food all around was excellent and the cioppino (my go to) was the best I’ve had anywhere!,"Dined on June 12, 2024",5,5,5,5,the-pink-door,2024-06-12
"We loved our special birthday lunch in the dining room. Everything was perfect, everything was delicious, and Stephanie provided exceptional service.","Dined on June 11, 2024",5,5,5,5,the-pink-door,2024-06-11
My favorite restaurant! The lasagna is a must have,"Dined on June 9, 2024",5,5,5,5,the-pink-door,2024-06-09
"Server was great, I forgot his name. The food was ok.","Dined on June 9, 2024",3,3,5,4,the-pink-door,2024-06-09
"What a wonderful eating experience! We sat out on the deck on the water. The temp was perfect! Our server Stefano was awesome! His recommendations were spot on! We enjoyed our drinks From my rosehips to my lips was refreshing and delish. Apps were amazing Arancini, followed by lasagna (not the typical heavy dish with meat), mussels and clams.  Lemon tart for dessert because it sounded so good. There’s always a wait list but put yourself on it. We did and we’re not disappointed. The Pink Door was a culinary delight. Wonderful staff, service and food.
Read more","Dined on June 9, 2024",5,5,5,5,the-pink-door,2024-06-09
Our server was first class professional and class. She made the dining experience a joy!,"Dined on June 9, 2024",5,3,5,4,the-pink-door,2024-06-09
"Fun day out. We had late lunch. Would love to do dinner but hard to get a table at a decent hour. We had prosciutto and burratta appetizer. Bread was great. Spring salad was good too. We had lasagna, pappadarelle, and meatball entrees. We liked it all. Half chicken was so so. We ate on patio as sun was out. Good service.","Dined on June 9, 2024",4,5,5,4,the-pink-door,2024-06-09
"Non-alcohol choices were limited.  Bread that was given before the meal was room temperature. It would've been nice if it was warm. The linguine alle vongole 
had a lot of clams, which was great. The pappardelle al ragu bolognese seemed to lacked meat and it's supposed to be a meat sauce on the pasta. It was all noodles. We ordered the antipasto. It would've been nice to have crusty bread to put the tapanada on and the other antipasto.
Read more","Dined on June 8, 2024",3,3,3,4,the-pink-door,2024-06-08
"It was our first visit, everything from when we walked in until we left was phenomenal, from the staff to the food to the ambience. Can’t wait to come back!","Dined on June 8, 2024",5,5,5,5,the-pink-door,2024-06-08
The restaurant was very nice and the service was excellent,"Dined on June 8, 2024",5,5,5,5,the-pink-door,2024-06-08
Food was very very average but very expensive all at the same time. Great views of the water though and some fun live entertainment. Would recommend a drink but eat somewhere else.,"Dined on June 7, 2024",2,1,3,3,the-pink-door,2024-06-07
Great service and food.  Would definitely recommend,"Dined on June 7, 2024",5,5,5,5,the-pink-door,2024-06-07
"Excellent place. Consistently good food quality, always friendly staff. Highly recommend if you’re able to get in!","Dined on June 7, 2024",4,4,4,4,the-pink-door,2024-06-07
"The Pink Door is a recommended place and hidden gem to search for whenever to are in the heart of downtown Seattle!  We loved the choice/selection of food on their menu. I especially loved the Cioppino. Im always looking for the best ciopinno wherever I travel to. And, I have to say The Pink Door measures up to that!  The view of Pike’s Market and water is amazing and the service was great!  Like I said, this is a must restaurant.
Read more","Dined on June 1, 2024",5,5,5,5,the-pink-door,2024-06-01
Went to the Pink Door for an early dinner.  Should have gone when they have the entertainment. I think that is what it is known for. Food was good but nothing special. Had a good table with a view and a great waitress!!  I made reservations 29 days ahead of time. Could only get a 3:15 reservation and at 3:15 the restaurant was pretty empty…..,"Dined on June 1, 2024",3,3,5,4,the-pink-door,2024-06-01
Best bolognese. Ever. We’ll come back again just for that dish.,"Dined on June 1, 2024",5,5,5,5,the-pink-door,2024-06-01
"Ryan was great, food and ambience is always on point","Dined on May 31, 2024",5,5,5,5,the-pink-door,2024-05-31
"Incredible food, amazing service and a perfect view!","Dined on May 31, 2024",5,5,5,5,the-pink-door,2024-05-31
Wonderful experience!!! Amazing  service and ambience 👍,"Dined on May 31, 2024",5,5,5,5,the-pink-door,2024-05-31
We had the best time! Our niece gave us a gift certificate and we used it for our birthdays. We loved the musicians when we walked in. Then our table was overlooking the pier and the water. Our server was fun and efficient. And our food/dessert were Delicious!! We will definitely be back to Pink Door!!,"Dined on May 31, 2024",5,5,5,5,the-pink-door,2024-05-31
"Absolutely delicious and friendly. Have been coming for years, but this time around, it was extra special. Will continue coming for the food and ambience.","Dined on May 30, 2024",5,5,5,5,the-pink-door,2024-05-30
Great food and acrobatic show. Loved the ambience in the lounge.,"Dined on May 29, 2024",5,5,5,5,the-pink-door,2024-05-29
"Great value for money with beautiful food.  Unfortunately, it wasn't a clear day otherwise it would have been even better.  Went there to celebrate my husband's birthday and was everything we could have asked for. Exceptional wait staff and fantastic ambience.","Dined on May 28, 2024",5,5,5,5,the-pink-door,2024-05-28
"Me and my friends do a dinner every few months to get together and catch up. We LOVE pink door. The food, the service and atmosphere is always amazing. Cannot recommend enough.","Dined on May 25, 2024",5,5,5,5,the-pink-door,2024-05-25
Best meal Iv had in a long time! Very impressed!!,"Dined on May 25, 2024",5,5,5,5,the-pink-door,2024-05-25
"Exceptional meal, wonderful service and a fun atmosphere. Their branzino-style white fish was delicious and my cocktail was creative and refreshing. Overall a lovely dining experience.","Dined on May 25, 2024",5,5,5,5,the-pink-door,2024-05-25
Fantastic food and view. Will be back the next time we are in Seattle,"Dined on May 25, 2024",5,4,4,4,the-pink-door,2024-05-25
"The Pink Door is my favorite place to dine. I'm glad I was able to find a reservation for my friends and I. They were visiting from out of town and have always wanted to dine here so I'm glad we could!  They were impressed.  I love the ""new"" space. It's been a while since I've been to the back of the restaurant and I was impressed with the atmosphere and decor! Can't wait to come again!
Read more","Dined on May 25, 2024",5,5,5,5,the-pink-door,2024-05-25
Loved this place! You cannot go wrong with the cocktails or food.,"Dined on May 25, 2024",5,5,5,5,the-pink-door,2024-05-25
Always great. Never miss it when we are in Seattle.,"Dined on May 24, 2024",5,5,5,5,the-pink-door,2024-05-24
"Amazing food and service! We had appetizers, Entrees and dessert and all were excellent. We never felt rushed but waiter was super attentive.","Dined on May 24, 2024",5,5,5,5,the-pink-door,2024-05-24
We brought friends from Hawaii here and had an awesome experience and meal!,"Dined on May 24, 2024",5,5,5,5,the-pink-door,2024-05-24
Food and drinks were incredible. Highly recommend.,"Dined on May 24, 2024",5,5,5,5,the-pink-door,2024-05-24
It was an absolutely wonderful dining experience! Will definitely go again.,"Dined on May 23, 2024",5,5,5,5,the-pink-door,2024-05-23
Beautiful atmosphere. Lovely service. Amazing food.,"Dined on May 22, 2024",5,5,5,5,the-pink-door,2024-05-22
"the service was very good. the food was delicious, but the size of the dishes was small.","Dined on May 22, 2024",4,4,4,4,the-pink-door,2024-05-22
"Over 40 years of enjoying outstanding meals! The lasagna is to die for, the sauce is divine. Our server Carolyn was excellent in her service and personality. I love the Pjnk Door!👏❤️","Dined on May 22, 2024",5,5,5,5,the-pink-door,2024-05-22
"A fun restaurant with delicious food, wonderful atmosphere, and amazing value! Highly recommend experiencing this unique Seattle gem!","Dined on May 19, 2024",5,5,5,5,the-pink-door,2024-05-19
"Great place for date night, nice ambiance, great food","Dined on May 19, 2024",5,5,5,5,the-pink-door,2024-05-19
We had a great lunch! Food was yummy! Highly recommend the lasagna and bib lettuce salad.,"Dined on May 18, 2024",5,5,5,5,the-pink-door,2024-05-18
"This place is very cool. Unassuming from the Pink door entrance, the ambience hits you from the moment you open the door and step into the landing at the top of the stairs. We wound though the restaurant and sat at a table with a beautiful view of the water. Our waitress was spunky and well informed. She helped lead us to some fantastic dishes which we shared. The Pink Door Lasagna was amazing and pair well with an order of meatballs. The Linguini Alle Vongole was excelent. We also ordered the Oysters on the half shell, and for dessert the Rhubarb and Donut holes (they both had better names but I don't recall them). Everything was just fantastic! We booked a month in advance and had to settle for 9pm, but with the view and ambience as the sun went down the timing was perfect.
Read more","Dined on May 18, 2024",5,5,5,5,the-pink-door,2024-05-18
"The team, the food, and the ambience are the best, as always.","Dined on May 18, 2024",5,5,5,5,the-pink-door,2024-05-18
Great place and location. Food was meh. Server just messed up the order a couple of times,"Dined on May 18, 2024",5,2,2,5,the-pink-door,2024-05-18
Great food and service. We will go back again. So many gluten free options,"Dined on May 18, 2024",5,5,5,5,the-pink-door,2024-05-18
"Lunch or dinner at The Pink Door is always a treat, and my experience yesterday for a late lunch out on their patio was no exception.

The food - linguini vongole, arancini, spring risotto, and a glass of sauvignon blanc was excellent.

The service was friendly, knowledgable, and energetic.

This restaurant has long been one of my favorites, and I cannot recommend it more highly.
Read more","Dined on May 18, 2024",5,5,5,5,the-pink-door,2024-05-18
